81;-378;3;4526;-477;-2;-5708
82;-370;-2;4522;-477;-2;-5709
83;-375;-1;4530;-477;-2;-5709
84;-370;2;4524;-477;-2;-5709
85;-375;-4;4519;-477;-3;-5710
86;-384;0;4517;-477;-3;-5710
87;-379;-10;4510;-478;-3;-5710
88;-382;-3;4517;-478;-3;-5711
89;-375;0;4517;-478;-3;-5711
90;-378;0;4519;-477;-3;-5711
91;-380;-2;4505;-478;-3;-5711
92;-375;5;4529;-478;-2;-5711
93;-377;-8;4523;-478;-2;-5711
94;-377;-5;4512;-479;-3;-5711
95;-373;11;4518;-477;-1;-5711
96;-379;0;4518;-478;-1;-5712
97;-382;1;4507;-478;-1;-5712
98;-375;2;4512;-479;0;-5712
99;-377;-2;4509;-479;0;-5712
100;-386;0;4512;-478;-1;-5713
101;-380;0;4503;-478;-1;-5713
102;-384;-3;4510;-478;-1;-5713
103;-376;5;4517;-478;-2;-5713
104;-379;-8;4518;-479;-2;-5713
105;-382;-8;4528;-478;-2;-5713
106;-370;2;4518;-478;-2;-5713
107;-380;0;4510;-478;-2;-5713
108;-388;1;4521;-478;-2;-5714
109;-369;-2;4518;-477;-2;-5713
110;-370;-1;4503;-477;-2;-5713
111;-374;-6;4518;-477;-1;-5714
112;-379;0;4508;-477;-2;-5714
113;-380;-1;4513;-477;-1;-5714
114;-374;3;4523;-477;-1;-5714
115;-370;6;4515;-476;-2;-5714
116;-377;-8;4519;-476;-2;-5714
117;-376;-4;4518;-476;-2;-5714
118;-379;0;4513;-477;-1;-5714
119;-382;4;4519;-477;-2;-5715
120;-373;-2;4525;-477;-1;-5715
121;-380;6;4522;-477;-1;-5715
122;-374;-1;4521;-477;-2;-5715
123;-380;-3;4518;-477;-3;-5715
124;-380;-7;4522;-477;-3;-5715
125;-380;-5;4503;-477;-3;-5715
126;-374;-1;4506;-477;-4;-5715
127;-377;0;4528;-477;-3;-5715
128;-380;-2;4517;-477;-4;-5715
129;-372;0;4508;-477;-4;-5715
130;-376;6;4518;-478;-3;-5715
131;-374;1;4510;-478;-3;-5715
132;-378;2;4513;-478;-3;-5715
133;-379;0;4517;-478;-2;-5716
134;-375;-4;4509;-478;-2;-5717
135;-377;-16;4503;-478;-2;-5717
136;-372;-6;4503;-479;-2;-5717
137;-379;2;4511;-479;-2;-5717
138;-374;-4;4506;-479;-2;-5717
139;-372;0;4514;-478;-1;-5717
140;-387;0;4501;-478;-1;-5717
141;-371;-8;4494;-479;-1;-5717
142;-381;-5;4495;-478;0;-5717
143;-378;0;4499;-478;0;-5717
144;-375;-12;4500;-478;1;-5717
145;-375;1;4499;-478;1;-5717
146;-374;-4;4491;-477;1;-5717
147;-370;1;4492;-478;2;-5716
148;-378;-3;4500;-477;2;-5716
149;-372;-4;4503;-477;2;-5716
150;-376;7;4504;-477;3;-5716
151;-373;0;4514;-477;3;-5716
152;-375;-2;4492;-477;3;-5716
153;-374;-9;4506;-477;3;-5715
154;-382;-6;4506;-477;3;-5715
155;-373;-7;4505;-477;3;-5715
156;-369;-9;4501;-476;3;-5714
157;-386;-4;4507;-476;3;-5714
158;-373;-4;4490;-476;4;-5713
159;-374;-2;4500;-476;4;-5713
160;-372;-8;4507;-476;4;-5713
161;-370;-5;4511;-476;5;-5713
162;-370;-15;4494;-475;4;-5713
163;-385;-9;4492;-476;4;-5713
164;-371;-9;4499;-476;4;-5713
165;-375;-10;4486;-475;5;-5713
166;-370;-6;4491;-475;4;-5713
167;-370;-16;4493;-475;4;-5713
168;-374;-13;4517;-473;4;-5713
169;-369;-5;4490;-473;5;-5713
170;-372;-14;4489;-474;6;-5713
171;-368;-9;4498;-475;6;-5713
172;-371;-15;4502;-475;6;-5713
173;-374;-10;4488;-476;7;-5711
174;-373;-3;4508;-476;6;-5711
175;-374;-4;4484;-476;6;-5711
176;-375;-3;4483;-476;5;-5711
177;-385;-8;4504;-477;6;-5711
178;-371;-10;4491;-477;5;-5711
179;-368;-10;4501;-477;5;-5711
180;-373;-12;4493;-477;5;-5711
181;-372;-15;4495;-477;4;-5711
182;-376;-12;4498;-477;4;-5711
183;-373;-15;4500;-477;3;-5711
184;-364;-14;4489;-476;3;-5711
185;-372;-1;4501;-477;2;-5711
186;-376;-11;4502;-477;2;-5711
187;-374;-8;4507;-476;3;-5711
188;-373;1;4499;-474;5;-5710
189;-374;-5;4506;-474;5;-5710
190;-375;0;4508;-474;5;-5710
191;-363;0;4490;-475;6;-5710
192;-377;-6;4502;-475;5;-5710
193;-378;-5;4498;-475;5;-5710
194;-372;4;4501;-475;6;-5710
195;-380;-9;4496;-475;6;-5710
196;-380;-2;4489;-475;6;-5710
197;-371;-6;4497;-475;6;-5710
198;-373;-10;4498;-475;6;-5710
199;-373;-9;4499;-475;6;-5710
200;-372;-10;4490;-475;5;-5710
201;-373;-5;4496;-475;5;-5710
202;-376;-4;4506;-475;5;-5708
203;-370;-10;4497;-475;4;-5708
204;-382;-5;4514;-475;4;-5708
205;-381;4;4505;-476;4;-5708
206;-376;-7;4493;-476;3;-5708
207;-379;-5;4505;-476;3;-5708
208;-377;6;4502;-476;3;-5708
209;-375;-9;4483;-476;3;-5708
210;-372;-6;4495;-476;2;-5708
211;-375;-7;4502;-476;2;-5708
212;-373;0;4515;-475;1;-5708
213;-370;5;4499;-475;1;-5708
214;-376;-4;4503;-476;1;-5708
215;-376;-7;4493;-476;1;-5708
216;-378;-7;4509;-476;0;-5708
217;-373;-3;4502;-476;0;-5708
218;-382;-8;4499;-476;0;-5709
219;-373;5;4499;-476;0;-5709
220;-376;-1;4497;-476;0;-5709
221;-375;2;4499;-476;0;-5709
222;-370;-1;4494;-476;0;-5709
223;-369;-4;4492;-476;0;-5709
224;-374;-6;4503;-476;0;-5710
225;-375;0;4499;-476;0;-5710
226;-366;-2;4490;-476;0;-5710
227;-372;-6;4496;-476;0;-5710
228;-377;1;4508;-475;-1;-5710
229;-370;3;4502;-475;0;-5710
230;-383;2;4507;-475;-1;-5710
231;-375;0;4499;-476;0;-5710
232;-374;9;4503;-476;-1;-5711
233;-369;2;4510;-476;-1;-5710
234;-369;-5;4502;-476;-1;-5710
235;-371;-2;4497;-476;-1;-5710
236;-378;-3;4503;-476;0;-5710
237;-371;-12;4498;-475;-1;-5711
238;-375;0;4503;-476;0;-5710
239;-386;-2;4511;-475;-1;-5710
240;-374;-9;4495;-475;-1;-5710
241;-382;-10;4500;-476;-2;-5711
242;-379;0;4506;-476;-2;-5710
243;-364;2;4508;-476;-1;-5711
244;-371;5;4503;-476;0;-5711
245;-381;3;4499;-478;0;-5711
246;-373;8;4492;-477;0;-5711
247;-379;7;4502;-477;0;-5711
248;-368;-7;4492;-476;0;-5711
249;-387;-7;4500;-478;0;-5711
250;-373;-1;4497;-477;0;-5711
251;-372;-5;4501;-477;0;-5711
252;-372;-5;4499;-477;0;-5711
253;-380;-3;4485;-477;0;-5711
254;-367;0;4494;-477;0;-5711
255;-380;5;4499;-477;0;-5711
256;-371;-3;4496;-475;-1;-5711
257;-366;-1;4502;-476;0;-5711
258;-364;4;4495;-475;-1;-5711
259;-359;13;4484;-476;0;-5711
260;-373;0;4496;-476;0;-5711
261;-363;12;4505;-476;0;-5711
262;-379;4;4497;-476;0;-5711
263;-374;0;4496;-476;0;-5711
264;-372;-5;4501;-477;2;-5711
265;-369;0;4503;-476;1;-5711
266;-374;8;4488;-476;1;-5711
267;-370;-3;4491;-477;2;-5711
268;-379;-4;4487;-476;2;-5711
269;-372;-9;4488;-476;2;-5711
270;-378;-9;4498;-476;2;-5711
271;-375;-11;4500;-476;3;-5711
272;-370;-3;4497;-475;3;-5711
273;-379;-7;4504;-475;2;-5711
274;-374;6;4507;-475;3;-5711
275;-380;3;4494;-474;3;-5711
276;-378;0;4489;-475;3;-5711
277;-375;-6;4499;-475;3;-5711
278;-371;-6;4495;-475;3;-5711
279;-373;-6;4494;-475;3;-5711
280;-370;-1;4500;-475;3;-5711
281;-371;-9;4500;-475;3;-5711
282;-380;-3;4490;-475;2;-5711
283;-369;0;4499;-475;2;-5711
284;-373;-15;4502;-475;2;-5711
285;-368;-7;4489;-475;2;-5711
286;-373;-7;4496;-475;2;-5711
287;-379;-2;4504;-475;2;-5711
288;-377;-1;4504;-474;2;-5711
289;-368;-1;4513;-474;1;-5711
290;-375;-1;4509;-474;1;-5711
291;-377;-2;4508;-474;0;-5711
292;-376;-5;4517;-473;0;-5711
293;-367;3;4515;-473;0;-5711
294;-368;-2;4503;-473;-1;-5711
295;-368;6;4524;-473;-1;-5711
296;-365;-3;4533;-472;-2;-5711
297;-372;5;4517;-472;-2;-5711
298;-374;-1;4520;-472;-2;-5712
299;-377;5;4513;-472;-2;-5712
300;-365;3;4509;-472;-3;-5712
301;-372;-4;4510;-472;-3;-5713
302;-376;0;4512;-472;-5;-5714
303;-379;12;4513;-472;-5;-5714
304;-375;2;4510;-472;-5;-5714
305;-377;2;4529;-473;-6;-5714
306;-379;2;4514;-474;-6;-5714
307;-378;0;4510;-474;-6;-5715
308;-372;4;4504;-474;-6;-5715
309;-370;-4;4515;-474;-7;-5715
310;-384;3;4511;-475;-6;-5715
311;-378;5;4507;-475;-6;-5715
312;-378;6;4518;-475;-6;-5716
313;-374;-6;4509;-475;-6;-5717
314;-379;6;4516;-475;-6;-5717
315;-374;3;4508;-476;-6;-5716
316;-372;3;4518;-475;-6;-5717
317;-377;2;4527;-475;-6;-5716
318;-375;8;4513;-476;-6;-5717
319;-380;6;4519;-476;-6;-5717
320;-380;4;4523;-477;-6;-5717
321;-372;-3;4511;-477;-6;-5717
322;-377;11;4524;-477;-6;-5717
323;-371;5;4526;-477;-6;-5717
324;-379;0;4528;-477;-6;-5717
325;-381;0;4525;-478;-5;-5717
326;-381;-5;4510;-478;-5;-5717
327;-368;-4;4493;-477;-5;-5717
328;-369;1;4489;-476;-5;-5717
329;-375;3;4507;-476;-5;-5717
330;-375;0;4505;-476;-5;-5717
331;-379;3;4515;-477;-3;-5717
332;-362;-1;4506;-476;-3;-5717
333;-374;8;4517;-476;-2;-5718
334;-377;-2;4511;-476;-3;-5718
335;-367;6;4490;-475;-3;-5718
336;-376;1;4513;-475;-3;-5717
337;-377;9;4500;-475;-2;-5718
338;-368;-2;4497;-475;-2;-5718
339;-368;0;4507;-474;-1;-5717
340;-380;-6;4490;-475;-1;-5719
341;-381;-6;4508;-475;-1;-5719
342;-363;-4;4502;-474;0;-5719
343;-373;-4;4510;-474;0;-5719
344;-380;-11;4506;-475;-1;-5719
345;-388;0;4500;-475;0;-5718
346;-379;-6;4505;-475;0;-5719
347;-379;0;4502;-475;0;-5719
348;-378;-3;4502;-475;0;-5719
349;-372;-5;4505;-475;0;-5719
350;-371;4;4508;-475;0;-5719
351;-375;0;4502;-475;0;-5719
352;-371;5;4513;-475;0;-5720
353;-377;0;4506;-475;0;-5720
354;-376;-4;4503;-475;0;-5720
355;-371;1;4506;-475;0;-5720
356;-378;1;4505;-476;1;-5720
357;-381;-5;4500;-476;1;-5720
358;-372;0;4489;-475;0;-5720
359;-373;-5;4503;-475;1;-5720
360;-369;-16;4498;-475;0;-5720
361;-370;2;4495;-474;1;-5720
362;-381;-3;4500;-474;1;-5720
363;-380;-3;4492;-474;1;-5720
364;-368;0;4491;-474;2;-5720
365;-368;3;4501;-474;2;-5720
366;-376;-4;4506;-475;2;-5719
367;-372;-1;4503;-475;2;-5719
368;-370;-4;4494;-473;2;-5719
369;-372;-1;4509;-473;2;-5719
370;-371;-1;4498;-473;2;-5719
371;-368;-6;4510;-473;2;-5719
372;-370;-6;4493;-474;2;-5719
373;-384;-5;4490;-474;2;-5719
374;-373;-6;4500;-474;2;-5718
375;-377;-8;4498;-474;2;-5718
376;-362;-1;4505;-474;2;-5718
377;-367;-2;4502;-474;2;-5717
378;-364;-7;4505;-473;1;-5718
379;-368;0;4500;-473;1;-5718
380;-370;-2;4490;-474;2;-5717
381;-367;-7;4500;-473;1;-5717
382;-360;-7;4494;-473;1;-5717
383;-366;-12;4497;-473;1;-5717
384;-369;-3;4505;-473;1;-5717
385;-373;-1;4495;-473;0;-5717
386;-376;-3;4506;-473;1;-5717
387;-366;-10;4508;-473;1;-5717
388;-378;-2;4504;-473;0;-5717
389;-385;-9;4512;-474;0;-5717
390;-369;-6;4501;-474;0;-5716
391;-375;-9;4499;-474;0;-5716
392;-372;-2;4500;-474;0;-5716
393;-378;-2;4495;-474;0;-5716
394;-374;-6;4501;-474;0;-5716
395;-374;-3;4507;-474;0;-5716
396;-372;-7;4507;-474;0;-5716
397;-369;-4;4517;-474;0;-5715
398;-369;0;4505;-474;0;-5714
399;-377;-12;4500;-473;0;-5714
400;-383;-1;4498;-473;0;-5714
401;-369;-3;4510;-473;0;-5714
402;-367;0;4496;-473;0;-5714
403;-372;-4;4503;-473;0;-5714
404;-360;-4;4517;-473;0;-5714
405;-367;-7;4513;-472;-1;-5714
406;-377;3;4518;-473;-1;-5714
407;-370;0;4511;-472;-1;-5714
408;-380;-6;4514;-473;-1;-5714
409;-376;-1;4519;-473;-1;-5714
410;-371;-6;4511;-474;-1;-5714
411;-376;-10;4514;-473;-1;-5714
412;-385;-4;4517;-474;-1;-5714
413;-383;-6;4516;-474;-1;-5714
414;-374;-4;4497;-474;-1;-5714
415;-377;0;4499;-474;-2;-5714
416;-375;3;4512;-474;-2;-5714
417;-369;-6;4504;-474;-2;-5714
418;-386;0;4501;-475;-1;-5716
419;-370;-3;4509;-475;-2;-5715
420;-367;-5;4514;-474;-3;-5715
421;-375;1;4503;-474;-3;-5716
422;-376;-7;4503;-474;-3;-5716
423;-372;-18;4515;-475;-3;-5716
424;-371;4;4507;-474;-3;-5716
425;-364;-5;4503;-474;-3;-5717
426;-371;-3;4514;-474;-3;-5717
427;-365;-4;4520;-474;-3;-5717
428;-377;1;4512;-473;-4;-5717
429;-375;-4;4518;-473;-4;-5717
430;-376;-2;4514;-473;-4;-5717
431;-378;-1;4512;-473;-4;-5717
432;-374;8;4507;-473;-4;-5717
433;-365;0;4530;-472;-4;-5718
434;-376;0;4511;-472;-5;-5718
435;-378;0;4515;-473;-6;-5718
436;-373;0;4519;-473;-5;-5718
437;-372;8;4511;-473;-5;-5719
438;-375;-1;4515;-473;-6;-5720
439;-375;-1;4511;-473;-5;-5720
440;-376;-3;4504;-472;-3;-5721
441;-369;1;4488;-472;-3;-5721
442;-370;6;4500;-472;-3;-5721
443;-369;-1;4507;-472;-3;-5721
444;-374;-1;4491;-472;-3;-5721
445;-374;6;4503;-473;-2;-5721
446;-377;-1;4499;-473;-1;-5721
447;-367;-7;4498;-472;-2;-5721
448;-373;0;4502;-473;-1;-5721
449;-380;-8;4508;-474;-1;-5721
450;-373;-7;4507;-474;-1;-5721
451;-374;-7;4513;-474;-1;-5721
452;-376;-2;4505;-474;-1;-5721
453;-368;-6;4496;-474;-1;-5721
454;-369;0;4503;-474;-1;-5721
455;-381;2;4506;-474;-1;-5720
456;-373;0;4510;-473;-1;-5720
457;-371;-4;4501;-473;-1;-5720
458;-386;-3;4501;-474;-1;-5720
459;-376;-9;4506;-473;-1;-5720
460;-371;-8;4487;-474;0;-5720
461;-367;0;4503;-473;0;-5720
462;-374;0;4505;-474;0;-5721
463;-375;1;4491;-474;0;-5721
464;-375;2;4498;-474;0;-5721
465;-375;-2;4508;-474;0;-5721
466;-373;-4;4498;-473;0;-5722
467;-365;1;4504;-473;0;-5722
468;-374;-4;4501;-473;0;-5722
469;-372;5;4510;-473;0;-5722
470;-373;-4;4516;-473;0;-5722
471;-374;0;4491;-473;0;-5722
472;-377;0;4500;-473;0;-5722
473;-375;-5;4494;-473;0;-5722
474;-365;-10;4500;-473;0;-5722
475;-366;0;4496;-472;0;-5722
476;-380;2;4505;-472;0;-5722
477;-374;-2;4513;-472;-2;-5723
478;-369;-5;4515;-472;-2;-5723
479;-370;-5;4509;-472;-3;-5723
480;-378;0;4507;-472;-3;-5723
481;-370;3;4522;-472;-4;-5723
482;-374;4;4519;-472;-4;-5723
483;-376;-2;4514;-472;-4;-5724
484;-376;3;4520;-472;-4;-5724
485;-376;-4;4527;-472;-7;-5726
486;-368;2;4520;-472;-8;-5726
487;-373;5;4517;-472;-8;-5726
488;-383;3;4516;-473;-8;-5726
489;-382;7;4517;-472;-9;-5726
490;-377;1;4538;-473;-9;-5727
491;-375;7;4529;-473;-12;-5727
492;-376;1;4520;-473;-12;-5727
493;-374;0;4531;-473;-12;-5727
494;-372;3;4512;-473;-12;-5727
495;-371;5;4524;-473;-13;-5728
496;-380;0;4522;-473;-13;-5728
497;-366;8;4512;-473;-13;-5729
498;-369;7;4506;-473;-13;-5729
499;-372;-3;4522;-473;-12;-5729
500;-375;6;4512;-473;-13;-5729
501;-366;8;4515;-473;-12;-5729
502;-376;0;4519;-473;-12;-5729
503;-378;3;4514;-473;-12;-5730
504;-371;7;4508;-473;-11;-5730
505;-375;0;4512;-473;-11;-5730
506;-371;6;4507;-473;-11;-5730
507;-373;3;4510;-473;-11;-5731
508;-374;5;4508;-473;-10;-5731
509;-379;3;4530;-473;-10;-5731
510;-383;-1;4518;-473;-10;-5731
511;-371;4;4511;-473;-10;-5731
512;-370;5;4505;-473;-10;-5732
513;-374;5;4520;-473;-11;-5732
514;-370;4;4502;-473;-10;-5733
515;-375;5;4537;-472;-10;-5733
516;-373;0;4528;-473;-10;-5733
517;-378;0;4513;-473;-10;-5733
518;-379;7;4516;-473;-10;-5733
519;-379;-4;4519;-473;-10;-5733
520;-372;1;4522;-474;-9;-5733
521;-358;4;4517;-473;-9;-5734
522;-377;-1;4526;-473;-9;-5734
523;-374;-5;4533;-473;-9;-5734
524;-375;-4;4510;-474;-9;-5734
525;-378;-2;4517;-475;-10;-5734
526;-374;-2;4510;-475;-9;-5734
527;-374;-2;4505;-475;-9;-5735
528;-377;-3;4506;-475;-9;-5736
529;-371;0;4516;-474;-8;-5736
530;-378;6;4525;-475;-7;-5736
531;-366;6;4515;-475;-7;-5736
532;-381;5;4512;-475;-7;-5736
533;-378;3;4510;-475;-7;-5736
534;-376;-4;4512;-475;-7;-5736
535;-374;-3;4518;-475;-7;-5737
536;-380;2;4512;-476;-6;-5737
537;-369;1;4513;-475;-7;-5737
538;-374;2;4511;-475;-7;-5737
539;-374;-5;4508;-476;-7;-5737
540;-383;-3;4519;-476;-7;-5737
541;-382;-2;4521;-476;-7;-5739
542;-372;0;4515;-476;-7;-5739
543;-374;0;4519;-476;-7;-5739
544;-373;2;4518;-476;-7;-5739
545;-374;-3;4517;-475;-7;-5739
546;-374;3;4507;-475;-7;-5740
547;-377;9;4517;-475;-7;-5740
548;-380;2;4513;-475;-7;-5741
549;-381;-5;4513;-475;-7;-5741
550;-375;4;4508;-474;-8;-5740
551;-377;5;4513;-474;-8;-5740
552;-366;5;4507;-473;-7;-5742
553;-373;0;4511;-473;-7;-5742
554;-376;-3;4512;-473;-7;-5742
555;-368;0;4515;-472;-8;-5742
556;-378;0;4508;-473;-7;-5742
557;-374;0;4517;-473;-7;-5742
558;-373;-5;4511;-472;-8;-5742
559;-377;0;4516;-472;-8;-5743
560;-369;-4;4505;-473;-8;-5743
561;-378;-3;4502;-473;-7;-5743
562;-367;1;4506;-473;-7;-5744
563;-375;0;4494;-473;-6;-5744
564;-381;-3;4497;-473;-6;-5744
565;-372;6;4500;-473;-6;-5744
566;-380;-3;4488;-474;-5;-5744
567;-364;4;4488;-474;-5;-5743
568;-423;-207;4290;-479;-13;-5741
569;-376;576;4453;-517;-26;-5775
570;-250;-373;4839;-557;-55;-5810
571;-496;235;5346;-456;125;-5754
572;487;-225;4710;-59;299;-5750
573;-649;720;5646;-131;323;-5653
574;-677;-427;6426;-471;274;-5841
575;339;602;6195;111;429;-5491
576;-211;285;6612;32;527;-5282
577;-266;1053;5758;-305;788;-5641
578;171;1710;4591;-631;918;-5847
579;-13;882;3449;-732;820;-5794
580;421;974;2672;-633;356;-5583
581;-274;286;2080;-787;519;-5812
582;-648;417;3773;-989;946;-6143
583;-1939;1423;4196;-1247;386;-5797
584;-1081;93;2612;-1631;218;-5537
585;-362;-686;1435;-1579;-240;-5000
586;894;-1650;1441;-1199;-595;-4508
587;227;-1405;3070;-655;-949;-4172
588;284;-998;4759;-304;-799;-4218
589;-149;-629;4815;-95;-564;-4585
590;708;186;4767;-128;-169;-10308
591;-307;1067;4709;-309;-128;-10881
592;547;191;4478;-171;-236;-11355
593;609;-250;4380;-73;-332;-11766
594;123;739;4855;19;-279;-12044
595;-75;-564;5096;248;-423;-12275
596;-613;-414;4304;-224;-329;-13312
597;-108;-935;4193;-211;-422;-13337
598;-130;-1224;4156;-296;-481;-13277
599;-528;-760;474;-449;-428;-13227
600;-689;-364;5337;-352;-475;-13209
601;340;-530;4849;-260;-528;-13252
602;247;-923;4048;-419;-707;-13393
603;150;-647;4137;-549;-602;-13332
604;-17;-121;6206;-545;-573;-13273
605;-1660;-1526;478;-774;-658;-13208
606;-2745;-99;4061;-1035;-543;-13165
607;-1291;-592;3;-1028;-639;-12877
608;-1299;-287;4107;-1344;-498;-12576
609;-276;-599;3951;-983;-932;-12368
610;-1547;378;421;-1150;-744;-12423
611;-113;-267;4077;-870;-761;-12443
612;-643;228;4569;-828;-665;-12229
613;-1241;-1154;3314;-667;-771;-9971
614;-1955;-1566;40;-998;-864;-9088
615;-2053;-1177;4300;-1126;-921;-8184
616;-655;-705;417;-969;-908;-7456
617;-616;-739;4450;-901;-867;-6855
618;-190;-239;4336;-762;-865;-6275
619;246;-873;4328;-562;-1006;-5599
620;-606;-817;4612;-754;-1125;-4629
621;-1056;-857;4209;-984;-1034;-4496
622;-1180;-181;38;-1022;-984;-4234
623;-553;-274;4236;-868;-1028;-3930
624;578;-1017;6128;-861;-982;-3763
625;-2552;-822;4277;-1119;-884;-3664
626;-1737;482;4181;-979;-756;-3499
627;-716;-916;4023;-926;-881;-3189
628;-917;-630;3932;-955;-837;-3062
629;-601;-177;4121;-802;-952;-3292
630;-423;-184;4256;-669;-984;-3188
631;-842;-1036;3784;-716;-964;-2170
632;-816;-893;4424;-757;-892;-2310
633;-661;350;4223;-620;-945;-2970
634;-564;-103;3775;-721;-823;-3176
635;-148;-680;4815;-362;-897;-2928
636;40;-638;6293;-136;-941;-2722
637;-435;-1043;3237;40;-1125;-2507
638;23;-1674;4128;-53;-1079;-2416
639;-1104;-99;4438;-473;-837;-2436
640;-577;-921;4029;-506;-833;-2528
641;-204;-1124;3958;-422;-888;-2640
642;-1173;1234;3267;-642;-662;-3368
643;-371;2;4369;-681;-563;-3737
644;-897;-25;4298;-741;-525;-4061
645;-447;-200;4145;-711;-535;-4233
646;-107;18;4331;-576;-532;-4387
647;91;-1269;5061;-289;-731;-11009
648;-864;-563;3483;-256;-859;-11458
649;-71;-638;4078;-191;-937;-11860
650;-666;-178;4179;-487;-625;-12543
651;8;-551;6397;-323;-687;-12574
652;-1741;-1422;4361;-474;-749;-12597
653;-1503;-236;3793;-459;-748;-12675
654;-843;-946;398;-575;-698;-12613
655;-918;-226;4034;-653;-600;-12650
656;-589;-1069;429;-676;-640;-12715
657;-1015;-1244;4234;-752;-674;-12796
658;-279;-1288;5;-667;-744;-12891
659;-1543;596;3319;-722;-804;-12915
660;-222;-1122;459;-791;-803;-12990
661;-1696;665;4569;-1031;-610;-13275
662;-205;-1174;39;-801;-751;-13425
663;-120;-1202;5764;-751;-860;-13438
664;-592;-971;442;-629;-819;-13913
665;-1429;498;4182;-883;-611;-14179
666;-448;-923;3640;-686;-723;-14710
667;-1099;-290;5300;-969;-481;-15511
668;-1375;-98;41;-1011;-315;-16282
669;211;-1229;4894;-730;-312;-17953
670;-20;-358;4717;-739;-292;17424
671;-241;-492;4968;-700;-372;17504
672;109;-1086;5307;-663;-440;17577
673;-2648;-203;5127;-1071;-343;17628
674;-1614;-1212;35;-818;-519;17774
675;-1195;-774;3951;-803;-500;17939
676;-1187;-348;371;-808;-474;-17930
677;-267;-1413;3832;-615;-641;-17791
678;300;-1110;651;-349;-683;-17985
679;-1145;205;4236;-436;-626;17828
680;-1159;862;4467;-645;-432;17606
681;-1125;411;4560;-708;-451;17478
682;-249;-699;3487;-568;-592;17488
683;-4;-366;4442;-563;-597;17555
684;-34;-345;4593;-500;-673;17676
685;-897;15;4273;-511;-823;17018
686;-415;-713;4164;-444;-831;16322
687;-551;-822;4413;-525;-751;15478
688;-342;-1148;4772;-454;-776;14603
689;-1080;-758;4634;-401;-855;13783
690;630;-795;4098;-396;-964;11602
691;-1051;226;4440;-703;-672;10716
692;-403;-61;4898;-641;-496;9974
